server,suite,command,conns,pipeline,datasize,rep,rps,p50_ms
kqueue-nobuf,size,SET,50,1,32,5,153846.16,0.183
kqueue-nobuf,size,SET,50,1,128,1,143540.67,0.191
kqueue-nobuf,size,SET,50,1,128,2,148514.84,0.191
kqueue-nobuf,size,SET,50,1,128,3,177514.80,0.135
kqueue-nobuf,size,SET,50,1,128,4,181818.17,0.135
kqueue-nobuf,size,SET,50,1,128,5,165745.86,0.175
kqueue-nobuf,size,SET,50,1,512,1,149253.73,0.191
kqueue-nobuf,size,SET,50,1,512,2,174418.59,0.135
kqueue-nobuf,size,SET,50,1,512,3,177514.80,0.135
kqueue-nobuf,size,SET,50,1,512,4,167597.77,0.175
kqueue-nobuf,size,SET,50,1,512,5,178571.44,0.135
kqueue-nobuf,size,SET,50,1,2048,1,151515.16,0.191
kqueue-nobuf,size,SET,50,1,2048,2,167597.77,0.167
kqueue-nobuf,size,SET,50,1,2048,3,168539.33,0.151
kqueue-nobuf,size,SET,50,1,2048,4,157068.06,0.191
kqueue-nobuf,size,SET,50,1,2048,5,169491.53,0.159
kqueue-nobuf,size,SET,50,1,8192,1,103448.28,0.455
kqueue-nobuf,size,SET,50,1,8192,2,105263.16,0.447
kqueue-nobuf,size,SET,50,1,8192,3,105263.16,0.447
kqueue-nobuf,size,SET,50,1,8192,4,105263.16,0.447
kqueue-nobuf,size,SET,50,1,8192,5,103806.23,0.455
kqueue-nobuf,size,SET,50,1,32768,1,23828.44,2.071
kqueue-nobuf,size,SET,50,1,32768,2,22189.35,2.223
kqueue-nobuf,size,SET,50,1,32768,3,23237.80,2.119
kqueue-nobuf,size,SET,50,1,32768,4,24135.16,2.039
kqueue-nobuf,size,SET,50,1,32768,5,23255.81,2.127
kqueue-nobuf,cmd,PING,50,1,3,1,162866.44,0.167
kqueue-nobuf,cmd,PING,50,1,3,2,181159.42,0.135
kqueue-nobuf,cmd,PING,50,1,3,3,176678.45,0.135
kqueue-nobuf,cmd,PING,50,1,3,4,188679.25,0.127
kqueue-nobuf,cmd,PING,50,1,3,5,194552.53,0.127
kqueue-nobuf,cmd,SET,50,1,32,1,195312.48,0.127
kqueue-nobuf,cmd,SET,50,1,32,2,187265.92,0.127
kqueue-nobuf,cmd,SET,50,1,32,3,192307.70,0.127
kqueue-nobuf,cmd,SET,50,1,32,4,190114.06,0.127
kqueue-nobuf,cmd,SET,50,1,32,5,189393.94,0.127
kqueue-nobuf,cmd,GET,50,1,32,1,179856.11,0.135
kqueue-nobuf,cmd,GET,50,1,32,2,189393.94,0.127
kqueue-nobuf,cmd,GET,50,1,32,3,206611.58,0.127
kqueue-nobuf,cmd,GET,50,1,32,4,190114.06,0.127
kqueue-nobuf,cmd,GET,50,1,32,5,193798.45,0.127
kqueue-nobuf,cmd,INCR,50,1,3,1,173010.38,0.135
kqueue-nobuf,cmd,INCR,50,1,3,2,193798.45,0.127
kqueue-nobuf,cmd,INCR,50,1,3,3,185185.17,0.127
kqueue-nobuf,cmd,INCR,50,1,3,4,199203.20,0.127
kqueue-nobuf,cmd,INCR,50,1,3,5,194552.53,0.127
kqueue-nobuf,cmd,SADD,50,1,3,1,196850.39,0.127
kqueue-nobuf,cmd,SADD,50,1,3,2,183823.52,0.127
kqueue-nobuf,cmd,SADD,50,1,3,3,196078.44,0.127
kqueue-nobuf,cmd,SADD,50,1,3,4,184501.84,0.127
kqueue-nobuf,cmd,SADD,50,1,3,5,177304.97,0.135
kqueue-nobuf,cmd,ZADD,50,1,3,1,185185.17,0.127
kqueue-nobuf,cmd,ZADD,50,1,3,2,190114.06,0.127
kqueue-nobuf,cmd,ZADD,50,1,3,3,179856.11,0.135
kqueue-nobuf,cmd,ZADD,50,1,3,4,151975.69,0.191
kqueue-nobuf,cmd,ZADD,50,1,3,5,155279.50,0.191
kqueue-nobuf,cmd,GEOADD,50,1,3,1,156250.00,0.191
kqueue-nobuf,cmd,GEOADD,50,1,3,2,160771.70,0.191
kqueue-nobuf,cmd,GEOADD,50,1,3,3,167224.08,0.183
kqueue-nobuf,cmd,GEOADD,50,1,3,4,147492.62,0.191
kqueue-nobuf,cmd,GEOADD,50,1,3,5,176056.33,0.135
kqueue,conc,PING,1,1,3,1,51867.22,0.015
kqueue,conc,PING,1,1,3,2,53705.69,0.015
kqueue,conc,PING,1,1,3,3,55248.62,0.015
kqueue,conc,PING,1,1,3,4,54229.93,0.015
kqueue,conc,PING,1,1,3,5,55005.50,0.015
kqueue,conc,PING,10,1,3,1,167224.08,0.039
kqueue,conc,PING,10,1,3,2,167785.23,0.039
kqueue,conc,PING,10,1,3,3,190114.06,0.031
kqueue,conc,PING,10,1,3,4,177935.95,0.039
kqueue,conc,PING,10,1,3,5,181159.42,0.031
kqueue,conc,PING,50,1,3,1,190114.06,0.127
kqueue,conc,PING,50,1,3,2,179856.11,0.135
kqueue,conc,PING,50,1,3,3,178571.42,0.135
kqueue,conc,PING,50,1,3,4,176056.33,0.143
kqueue,conc,PING,50,1,3,5,191570.88,0.127
kqueue,conc,PING,200,1,3,1,176678.45,0.495
kqueue,conc,PING,200,1,3,2,180505.41,0.487
kqueue,conc,PING,200,1,3,3,174825.17,0.519
kqueue,conc,PING,200,1,3,4,185185.17,0.487
kqueue,conc,PING,200,1,3,5,190839.70,0.479
kqueue,conc,PING,1000,1,3,1,170648.45,2.687
kqueue,conc,PING,1000,1,3,2,176056.33,2.727
kqueue,conc,PING,1000,1,3,3,164473.69,2.719
kqueue,conc,PING,1000,1,3,4,174216.03,2.439
kqueue,conc,PING,1000,1,3,5,179211.45,2.423
kqueue,pipe,PING,50,1,3,1,179694.52,0.135
kqueue,pipe,PING,50,1,3,2,184162.06,0.135
kqueue,pipe,PING,50,1,3,3,180995.47,0.135
kqueue,pipe,PING,50,1,3,4,188501.42,0.127
kqueue,pipe,PING,50,1,3,5,191204.59,0.127
kqueue,pipe,PING,50,8,3,1,1379310.38,0.143
kqueue,pipe,PING,50,8,3,2,1418439.75,0.135
kqueue,pipe,PING,50,8,3,3,1219512.12,0.199
kqueue,pipe,PING,50,8,3,4,1459854.12,0.135
kqueue,pipe,PING,50,8,3,5,1333333.25,0.159
kqueue,pipe,PING,50,16,3,1,2531645.50,0.215
kqueue,pipe,PING,50,16,3,2,2702702.75,0.215
kqueue,pipe,PING,50,16,3,3,2564102.50,0.223
kqueue,pipe,PING,50,16,3,4,2702702.75,0.207
kqueue,pipe,PING,50,16,3,5,2500000.00,0.207
kqueue,pipe,PING,50,64,3,1,4545454.50,0.663
kqueue,pipe,PING,50,64,3,2,4651162.50,0.663
kqueue,pipe,PING,50,64,3,3,4761905.00,0.647
kqueue,pipe,PING,50,64,3,4,4761905.00,0.647
kqueue,pipe,PING,50,64,3,5,4651162.50,0.655
kqueue,size,SET,50,1,8,1,154639.17,0.183
kqueue,size,SET,50,1,8,2,169491.53,0.143
kqueue,size,SET,50,1,8,3,191082.80,0.127
kqueue,size,SET,50,1,8,4,197368.42,0.127
kqueue,size,SET,50,1,8,5,182926.83,0.135
kqueue,size,SET,50,1,32,1,172413.80,0.135
kqueue,size,SET,50,1,32,2,185185.19,0.135
kqueue,size,SET,50,1,32,3,188679.25,0.127
kqueue,size,SET,50,1,32,4,189873.41,0.127
kqueue,size,SET,50,1,32,5,189873.41,0.127
kqueue,size,SET,50,1,128,1,171428.58,0.143
kqueue,size,SET,50,1,128,2,176470.59,0.135
kqueue,size,SET,50,1,128,3,186335.41,0.127
kqueue,size,SET,50,1,128,4,182926.83,0.135
kqueue,size,SET,50,1,128,5,202702.70,0.127
kqueue,size,SET,50,1,512,1,181818.17,0.135
kqueue,size,SET,50,1,512,2,170454.55,0.151
kqueue,size,SET,50,1,512,3,166666.66,0.159
kqueue,size,SET,50,1,512,4,169491.53,0.143
kqueue,size,SET,50,1,512,5,182926.83,0.135
kqueue,size,SET,50,1,2048,1,157894.73,0.191
kqueue,size,SET,50,1,2048,2,151515.16,0.191
kqueue,size,SET,50,1,2048,3,158730.16,0.183
kqueue,size,SET,50,1,2048,4,153846.16,0.191
kqueue,size,SET,50,1,2048,5,154639.17,0.191
kqueue,size,SET,50,1,8192,1,103092.78,0.455
kqueue,size,SET,50,1,8192,2,104166.67,0.455
kqueue,size,SET,50,1,8192,3,104166.67,0.447
kqueue,size,SET,50,1,8192,4,104895.10,0.447
kqueue,size,SET,50,1,8192,5,104529.62,0.447
kqueue,size,SET,50,1,32768,1,24252.22,2.039
kqueue,size,SET,50,1,32768,2,24855.01,1.983
kqueue,size,SET,50,1,32768,3,24916.94,1.983
kqueue,size,SET,50,1,32768,4,24449.88,2.015
kqueue,size,SET,50,1,32768,5,24772.92,1.999
kqueue,cmd,PING,50,1,3,1,185873.61,0.127
kqueue,cmd,PING,50,1,3,2,197628.47,0.127
kqueue,cmd,PING,50,1,3,3,193798.45,0.127
kqueue,cmd,PING,50,1,3,4,189393.94,0.127
kqueue,cmd,PING,50,1,3,5,202429.16,0.119
kqueue,cmd,SET,50,1,32,1,183823.52,0.127
kqueue,cmd,SET,50,1,32,2,217391.30,0.119
kqueue,cmd,SET,50,1,32,3,192307.70,0.127
kqueue,cmd,SET,50,1,32,4,195312.48,0.119
kqueue,cmd,SET,50,1,32,5,187265.92,0.127
kqueue,cmd,GET,50,1,32,1,202429.16,0.119
kqueue,cmd,GET,50,1,32,2,187969.92,0.127
kqueue,cmd,GET,50,1,32,3,188679.25,0.119
kqueue,cmd,GET,50,1,32,4,193798.45,0.119
kqueue,cmd,GET,50,1,32,5,205761.31,0.119
kqueue,cmd,INCR,50,1,3,1,200803.22,0.119
kqueue,cmd,INCR,50,1,3,2,196078.44,0.119
kqueue,cmd,INCR,50,1,3,3,218340.61,0.111
kqueue,cmd,INCR,50,1,3,4,206611.58,0.119
kqueue,cmd,INCR,50,1,3,5,193798.45,0.119
kqueue,cmd,SADD,50,1,3,1,196850.39,0.119
kqueue,cmd,SADD,50,1,3,2,197628.47,0.119
