server,suite,command,conns,pipeline,datasize,rep,rps,p50_ms
redis,conc,PING,1,1,3,1,23020.26,0.039
redis,conc,PING,1,1,3,2,22893.77,0.039
redis,conc,PING,1,1,3,3,23266.64,0.039
redis,conc,PING,1,1,3,4,23137.44,0.039
redis,conc,PING,1,1,3,5,23696.68,0.039
redis,conc,PING,10,1,3,1,66137.57,0.087
redis,conc,PING,10,1,3,2,68119.89,0.087
redis,conc,PING,10,1,3,3,65876.16,0.087
redis,conc,PING,10,1,3,4,68399.45,0.087
redis,conc,PING,10,1,3,5,67659.00,0.087
redis,conc,PING,50,1,3,1,61728.39,0.391
redis,conc,PING,50,1,3,2,67204.30,0.383
redis,conc,PING,50,1,3,3,67204.30,0.383
redis,conc,PING,50,1,3,4,71736.01,0.351
redis,conc,PING,50,1,3,5,72463.77,0.343
redis,conc,PING,200,1,3,1,65530.80,1.519
redis,conc,PING,200,1,3,2,66050.20,1.527
redis,conc,PING,200,1,3,3,62972.29,1.551
redis,conc,PING,200,1,3,4,67567.57,1.495
redis,conc,PING,200,1,3,5,67294.75,1.495
redis,conc,PING,1000,1,3,1,62972.29,7.791
redis,conc,PING,1000,1,3,2,64432.99,7.815
redis,conc,PING,1000,1,3,3,64683.05,7.751
redis,conc,PING,1000,1,3,4,65274.15,7.687
redis,conc,PING,1000,1,3,5,65104.17,7.719
redis,pipe,PING,50,1,3,1,67865.62,0.375
redis,pipe,PING,50,1,3,2,65231.57,0.383
redis,pipe,PING,50,1,3,3,67476.38,0.383
redis,pipe,PING,50,1,3,4,66555.73,0.383
redis,pipe,PING,50,1,3,5,67272.12,0.375
redis,pipe,PING,50,8,3,1,524934.38,0.391
redis,pipe,PING,50,8,3,2,522193.22,0.391
redis,pipe,PING,50,8,3,3,529100.56,0.391
redis,pipe,PING,50,8,3,4,520833.34,0.391
redis,pipe,PING,50,8,3,5,527704.50,0.391
redis,pipe,PING,50,16,3,1,833333.38,0.495
redis,pipe,PING,50,16,3,2,1000000.00,0.399
redis,pipe,PING,50,16,3,3,1020408.19,0.399
redis,pipe,PING,50,16,3,4,1041666.69,0.391
redis,pipe,PING,50,16,3,5,1030927.81,0.399
redis,pipe,PING,50,64,3,1,2857142.75,0.919
redis,pipe,PING,50,64,3,2,2857142.75,0.911
redis,pipe,PING,50,64,3,3,2898550.75,0.919
redis,pipe,PING,50,64,3,4,2898550.75,0.903
redis,pipe,PING,50,64,3,5,2898550.75,0.911
redis,size,SET,50,1,8,1,65645.52,0.383
redis,size,SET,50,1,8,2,61601.64,0.391
redis,size,SET,50,1,8,3,66518.84,0.383
redis,size,SET,50,1,8,4,68027.21,0.375
redis,size,SET,50,1,8,5,64377.68,0.383
redis,size,SET,50,1,32,1,66964.28,0.383
redis,size,SET,50,1,32,2,66964.28,0.383
redis,size,SET,50,1,32,3,66518.84,0.383
redis,size,SET,50,1,32,4,67720.09,0.383
redis,size,SET,50,1,32,5,66518.84,0.383
redis,size,SET,50,1,128,1,67567.57,0.383
redis,size,SET,50,1,128,2,67720.09,0.383
redis,size,SET,50,1,128,3,67720.09,0.383
redis,size,SET,50,1,128,4,67264.57,0.375
redis,size,SET,50,1,128,5,69284.06,0.351
redis,size,SET,50,1,512,1,62240.66,0.391
redis,size,SET,50,1,512,2,71942.45,0.343
redis,size,SET,50,1,512,3,69284.06,0.351
redis,size,SET,50,1,512,4,67264.57,0.383
redis,size,SET,50,1,512,5,66518.84,0.383
redis,size,SET,50,1,2048,1,64935.06,0.391
redis,size,SET,50,1,2048,2,69284.06,0.359
redis,size,SET,50,1,2048,3,72463.77,0.359
redis,size,SET,50,1,2048,4,59642.14,0.423
redis,size,SET,50,1,2048,5,68807.34,0.359
redis,size,SET,50,1,8192,1,64655.18,0.399
redis,size,SET,50,1,8192,2,62761.51,0.399
redis,size,SET,50,1,8192,3,58027.08,0.423
redis,size,SET,50,1,8192,4,64377.68,0.399
redis,size,SET,50,1,8192,5,58708.42,0.439
redis,size,SET,50,1,32768,1,41782.73,0.615
redis,size,SET,50,1,32768,2,41899.44,0.615
redis,size,SET,50,1,32768,3,42432.81,0.607
redis,size,SET,50,1,32768,4,41841.00,0.615
redis,size,SET,50,1,32768,5,42735.04,0.607
redis,cmd,PING,50,1,3,1,65703.02,0.383
redis,cmd,PING,50,1,3,2,64432.99,0.383
redis,cmd,PING,50,1,3,3,68027.21,0.375
redis,cmd,PING,50,1,3,4,67476.38,0.383
redis,cmd,PING,50,1,3,5,66666.66,0.383
redis,cmd,SET,50,1,32,1,68027.21,0.375
redis,cmd,SET,50,1,32,2,68027.21,0.375
redis,cmd,SET,50,1,32,3,67934.78,0.383
redis,cmd,SET,50,1,32,4,66934.41,0.383
redis,cmd,SET,50,1,32,5,67842.61,0.375
redis,cmd,GET,50,1,32,1,64102.57,0.383
redis,cmd,GET,50,1,32,2,67024.13,0.383
redis,cmd,GET,50,1,32,3,69637.88,0.367
redis,cmd,GET,50,1,32,4,68965.52,0.367
redis,cmd,GET,50,1,32,5,67476.38,0.375
redis,cmd,INCR,50,1,3,1,68027.21,0.375
redis,cmd,INCR,50,1,3,2,69930.07,0.367
redis,cmd,INCR,50,1,3,3,69637.88,0.367
redis,cmd,INCR,50,1,3,4,69637.88,0.367
redis,cmd,INCR,50,1,3,5,67934.78,0.375
redis,cmd,SADD,50,1,3,1,67024.13,0.375
redis,cmd,SADD,50,1,3,2,66050.20,0.383
redis,cmd,SADD,50,1,3,3,66755.67,0.375
redis,cmd,SADD,50,1,3,4,69832.40,0.367
redis,cmd,SADD,50,1,3,5,69735.01,0.367
redis,cmd,ZADD,50,1,3,1,70028.02,0.367
redis,cmd,ZADD,50,1,3,2,69832.40,0.367
redis,cmd,ZADD,50,1,3,3,66666.66,0.375
redis,cmd,ZADD,50,1,3,4,67750.68,0.375
redis,cmd,ZADD,50,1,3,5,67204.30,0.375
redis,cmd,GEOADD,50,1,3,1,67294.75,0.383
redis,cmd,GEOADD,50,1,3,2,68681.32,0.375
redis,cmd,GEOADD,50,1,3,3,67934.78,0.375
redis,cmd,GEOADD,50,1,3,4,68681.32,0.375
redis,cmd,GEOADD,50,1,3,5,67476.38,0.375
kqueue,conc,PING,1,1,3,1,22883.29,0.039
kqueue,conc,PING,1,1,3,2,22716.95,0.039
kqueue,conc,PING,1,1,3,3,22665.46,0.039
kqueue,conc,PING,1,1,3,4,22553.00,0.039
kqueue,conc,PING,1,1,3,5,22851.92,0.039
kqueue,conc,PING,10,1,3,1,65189.05,0.087
kqueue,conc,PING,10,1,3,2,62034.74,0.087
kqueue,conc,PING,10,1,3,3,64184.86,0.087
kqueue,conc,PING,10,1,3,4,65703.02,0.087
kqueue,conc,PING,10,1,3,5,65359.48,0.087
kqueue,conc,PING,50,1,3,1,66313.00,0.383
kqueue,conc,PING,50,1,3,2,66401.06,0.375
kqueue,conc,PING,50,1,3,3,66401.06,0.383
kqueue,conc,PING,50,1,3,4,67567.57,0.375
kqueue,conc,PING,50,1,3,5,65359.48,0.383
kqueue,conc,PING,200,1,3,1,65189.05,1.519
kqueue,conc,PING,200,1,3,2,63451.78,1.559
kqueue,conc,PING,200,1,3,3,60679.61,1.615
kqueue,conc,PING,200,1,3,4,65019.51,1.535
kqueue,conc,PING,200,1,3,5,65616.80,1.527
kqueue,conc,PING,1000,1,3,1,63775.51,7.783
kqueue,conc,PING,1000,1,3,2,65104.17,7.647
kqueue,conc,PING,1000,1,3,3,61728.39,7.903
kqueue,conc,PING,1000,1,3,4,64935.07,7.679
kqueue,conc,PING,1000,1,3,5,60606.06,8.023
kqueue,pipe,PING,50,1,3,1,64829.82,0.375
kqueue,pipe,PING,50,1,3,2,67727.73,0.375
kqueue,pipe,PING,50,1,3,3,67069.08,0.375
kqueue,pipe,PING,50,1,3,4,65919.58,0.375
kqueue,pipe,PING,50,1,3,5,64913.99,0.375
kqueue,pipe,PING,50,8,3,1,124610.59,2.951
kqueue,pipe,PING,50,8,3,2,125313.29,2.951
kqueue,pipe,PING,50,8,3,3,123533.05,2.951
kqueue,pipe,PING,50,8,3,4,122925.63,2.975
kqueue,pipe,PING,50,8,3,5,125156.45,2.959
kqueue,pipe,PING,50,16,3,1,121580.55,6.039
kqueue,pipe,PING,50,16,3,2,120192.30,6.079
kqueue,pipe,PING,50,16,3,3,123456.79,6.007
kqueue,pipe,PING,50,16,3,4,126023.95,6.015
kqueue,pipe,PING,50,16,3,5,122774.71,6.015
kqueue,pipe,PING,50,64,3,1,124146.50,24.607
kqueue,pipe,PING,50,64,3,2,126903.55,24.143
kqueue,pipe,PING,50,64,3,3,123839.01,24.383
kqueue,pipe,PING,50,64,3,4,125078.17,24.367
kqueue,pipe,PING,50,64,3,5,122025.62,24.527
kqueue,size,SET,50,1,8,1,66518.84,0.383
kqueue,size,SET,50,1,8,2,61855.67,0.391
kqueue,size,SET,50,1,8,3,68027.21,0.375
kqueue,size,SET,50,1,8,4,66371.68,0.383
kqueue,size,SET,50,1,8,5,62761.51,0.391
kqueue,size,SET,50,1,32,1,64102.57,0.391
kqueue,size,SET,50,1,32,2,66964.28,0.383
kqueue,size,SET,50,1,32,3,64794.82,0.383
kqueue,size,SET,50,1,32,4,65502.18,0.383
kqueue,size,SET,50,1,32,5,62111.80,0.391
kqueue,size,SET,50,1,128,1,67720.09,0.375
kqueue,size,SET,50,1,128,2,64239.83,0.383
kqueue,size,SET,50,1,128,3,64516.13,0.383
kqueue,size,SET,50,1,128,4,62761.51,0.391
kqueue,size,SET,50,1,128,5,66225.16,0.391
kqueue,size,SET,50,1,512,1,59642.14,0.431
kqueue,size,SET,50,1,512,2,63025.21,0.391
kqueue,size,SET,50,1,512,3,61855.67,0.391
kqueue,size,SET,50,1,512,4,59642.14,0.431
kqueue,size,SET,50,1,512,5,65789.48,0.383
kqueue,size,SET,50,1,2048,1,59523.81,0.431
kqueue,size,SET,50,1,2048,2,57581.57,0.479
kqueue,size,SET,50,1,2048,3,58593.75,0.463
kqueue,size,SET,50,1,2048,4,60120.24,0.423
kqueue,size,SET,50,1,2048,5,59880.24,0.431
kqueue,size,SET,50,1,8192,1,36585.37,1.327
kqueue,size,SET,50,1,8192,2,36540.80,1.327
kqueue,size,SET,50,1,8192,3,35419.12,1.359
kqueue,size,SET,50,1,8192,4,36014.41,1.335
kqueue,size,SET,50,1,8192,5,35252.64,1.351
kqueue,size,SET,50,1,32768,1,7778.07,6.223
kqueue,size,SET,50,1,32768,2,7593.01,6.407
kqueue,size,SET,50,1,32768,3,7566.20,6.423
kqueue,size,SET,50,1,32768,4,7490.64,6.479
kqueue,size,SET,50,1,32768,5,7702.18,6.279
kqueue,cmd,PING,50,1,3,1,67294.75,0.375
kqueue,cmd,PING,50,1,3,2,66577.90,0.383
kqueue,cmd,PING,50,1,3,3,65530.80,0.383
kqueue,cmd,PING,50,1,3,4,66401.06,0.383
kqueue,cmd,PING,50,1,3,5,61349.70,0.399
kqueue,cmd,SET,50,1,32,1,65616.80,0.383
kqueue,cmd,SET,50,1,32,2,66934.41,0.383
kqueue,cmd,SET,50,1,32,3,66844.91,0.383
kqueue,cmd,SET,50,1,32,4,63938.62,0.391
kqueue,cmd,SET,50,1,32,5,66934.41,0.383
kqueue,cmd,GET,50,1,32,1,62500.00,0.391
kqueue,cmd,GET,50,1,32,2,67294.75,0.375
kqueue,cmd,GET,50,1,32,3,62578.22,0.391
kqueue,cmd,GET,50,1,32,4,65789.48,0.383
kqueue,cmd,GET,50,1,32,5,66489.37,0.375
kqueue,cmd,INCR,50,1,3,1,66050.20,0.375
kqueue,cmd,INCR,50,1,3,2,65445.03,0.383
kqueue,cmd,INCR,50,1,3,3,67204.30,0.383
kqueue,cmd,INCR,50,1,3,4,66137.57,0.383
kqueue,cmd,INCR,50,1,3,5,65104.17,0.383
kqueue,cmd,SADD,50,1,3,1,64935.07,0.383
kqueue,cmd,SADD,50,1,3,2,64516.13,0.383
kqueue,cmd,SADD,50,1,3,3,63211.12,0.391
kqueue,cmd,SADD,50,1,3,4,63938.62,0.383
kqueue,cmd,SADD,50,1,3,5,62735.26,0.391
kqueue,cmd,ZADD,50,1,3,1,65189.05,0.383
kqueue,cmd,ZADD,50,1,3,2,63451.78,0.383
kqueue,cmd,ZADD,50,1,3,3,66137.57,0.383
kqueue,cmd,ZADD,50,1,3,4,63371.36,0.391
kqueue,cmd,ZADD,50,1,3,5,66401.06,0.383
kqueue,cmd,GEOADD,50,1,3,1,66577.90,0.375
kqueue,cmd,GEOADD,50,1,3,2,71530.76,0.351
