server,suite,command,conns,pipeline,datasize,rep,rps,p50_ms
redis,cmd,SADD,50,1,3,5,67842.61,0.383
redis,cmd,ZADD,50,1,3,1,68119.89,0.375
redis,cmd,ZADD,50,1,3,2,66401.06,0.383
redis,cmd,ZADD,50,1,3,3,65703.02,0.383
redis,cmd,ZADD,50,1,3,4,67659.00,0.375
redis,cmd,ZADD,50,1,3,5,68306.01,0.375
redis,cmd,GEOADD,50,1,3,1,66755.67,0.375
redis,cmd,GEOADD,50,1,3,2,68493.15,0.375
redis,cmd,GEOADD,50,1,3,3,68587.11,0.375
redis,cmd,GEOADD,50,1,3,4,68965.52,0.375
redis,cmd,GEOADD,50,1,3,5,67659.00,0.375
kqueue,conc,PING,1,1,3,1,24342.75,0.039
kqueue,conc,PING,1,1,3,2,23618.33,0.039
kqueue,conc,PING,1,1,3,3,23342.67,0.039
kqueue,conc,PING,1,1,3,4,23969.32,0.039
kqueue,conc,PING,1,1,3,5,23540.49,0.039
kqueue,conc,PING,10,1,3,1,68212.83,0.087
kqueue,conc,PING,10,1,3,2,68587.11,0.087
kqueue,conc,PING,10,1,3,3,68306.01,0.087
kqueue,conc,PING,10,1,3,4,65703.02,0.087
kqueue,conc,PING,10,1,3,5,68119.89,0.087
kqueue,conc,PING,50,1,3,1,64850.84,0.383
kqueue,conc,PING,50,1,3,2,65876.16,0.383
kqueue,conc,PING,50,1,3,3,67750.68,0.375
kqueue,conc,PING,50,1,3,4,67659.00,0.375
kqueue,conc,PING,50,1,3,5,67659.00,0.383
kqueue,conc,PING,200,1,3,1,67476.38,1.487
kqueue,conc,PING,200,1,3,2,66137.57,1.503
kqueue,conc,PING,200,1,3,3,67659.00,1.487
kqueue,conc,PING,200,1,3,4,64683.05,1.543
kqueue,conc,PING,200,1,3,5,67294.75,1.487
kqueue,conc,PING,1000,1,3,1,65019.51,7.663
kqueue,conc,PING,1000,1,3,2,66489.37,7.559
kqueue,conc,PING,1000,1,3,3,63613.23,7.935
kqueue,conc,PING,1000,1,3,4,65703.02,7.647
kqueue,conc,PING,1000,1,3,5,66313.00,7.575
kqueue,pipe,PING,50,1,3,1,67453.62,0.375
kqueue,pipe,PING,50,1,3,2,66822.59,0.383
kqueue,pipe,PING,50,1,3,3,67159.17,0.375
kqueue,pipe,PING,50,1,3,4,67226.89,0.383
kqueue,pipe,PING,50,1,3,5,65876.16,0.383
kqueue,pipe,PING,50,8,3,1,511508.94,0.391
kqueue,pipe,PING,50,8,3,2,519480.53,0.391
kqueue,pipe,PING,50,8,3,3,511508.94,0.391
kqueue,pipe,PING,50,8,3,4,527704.50,0.391
kqueue,pipe,PING,50,8,3,5,518134.72,0.391
kqueue,pipe,PING,50,16,3,1,1015228.44,0.399
kqueue,pipe,PING,50,16,3,2,1041666.69,0.391
kqueue,pipe,PING,50,16,3,3,1030927.81,0.399
kqueue,pipe,PING,50,16,3,4,1047120.44,0.391
kqueue,pipe,PING,50,16,3,5,1036269.44,0.391
kqueue,pipe,PING,50,64,3,1,2857142.75,0.927
kqueue,pipe,PING,50,64,3,2,2816901.25,0.935
kqueue,pipe,PING,50,64,3,3,2857142.75,0.919
kqueue,pipe,PING,50,64,3,4,2857142.75,0.919
kqueue,pipe,PING,50,64,3,5,2857142.75,0.919
kqueue,size,SET,50,1,8,1,68337.12,0.375
kqueue,size,SET,50,1,8,2,66815.15,0.383
kqueue,size,SET,50,1,8,3,64516.13,0.383
kqueue,size,SET,50,1,8,4,64794.82,0.383
kqueue,size,SET,50,1,8,5,67567.57,0.375
kqueue,size,SET,50,1,32,1,68027.21,0.383
kqueue,size,SET,50,1,32,2,68181.82,0.375
kqueue,size,SET,50,1,32,3,67873.30,0.375
kqueue,size,SET,50,1,32,4,67720.09,0.383
kqueue,size,SET,50,1,32,5,68181.82,0.375
kqueue,size,SET,50,1,128,1,68337.12,0.375
kqueue,size,SET,50,1,128,2,68027.21,0.375
kqueue,size,SET,50,1,128,3,68181.82,0.375
kqueue,size,SET,50,1,128,4,68337.12,0.375
kqueue,size,SET,50,1,128,5,66964.28,0.383
kqueue,size,SET,50,1,512,1,67567.57,0.383
kqueue,size,SET,50,1,512,2,66964.28,0.383
kqueue,size,SET,50,1,512,3,66518.84,0.383
kqueue,size,SET,50,1,512,4,68181.82,0.375
kqueue,size,SET,50,1,512,5,67873.30,0.383
kqueue,size,SET,50,1,2048,1,64794.82,0.391
kqueue,size,SET,50,1,2048,2,63424.95,0.391
kqueue,size,SET,50,1,2048,3,62500.00,0.391
kqueue,size,SET,50,1,2048,4,63829.79,0.391
kqueue,size,SET,50,1,2048,5,64516.13,0.391
kqueue,size,SET,50,1,8192,1,59642.14,0.431
kqueue,size,SET,50,1,8192,2,59405.94,0.431
kqueue,size,SET,50,1,8192,3,59288.54,0.439
kqueue,size,SET,50,1,8192,4,59880.24,0.431
kqueue,size,SET,50,1,8192,5,58593.75,0.439
kqueue,size,SET,50,1,32768,1,41608.88,0.623
kqueue,size,SET,50,1,32768,2,42613.64,0.607
kqueue,size,SET,50,1,32768,3,41958.04,0.623
kqueue,size,SET,50,1,32768,4,41608.88,0.615
kqueue,size,SET,50,1,32768,5,42796.01,0.599
kqueue,cmd,PING,50,1,3,1,62814.07,0.391
kqueue,cmd,PING,50,1,3,2,67204.30,0.383
kqueue,cmd,PING,50,1,3,3,68027.21,0.375
kqueue,cmd,PING,50,1,3,4,67567.57,0.383
kqueue,cmd,PING,50,1,3,5,67842.61,0.375
kqueue,cmd,SET,50,1,32,1,68119.89,0.375
kqueue,cmd,SET,50,1,32,2,67024.13,0.383
kqueue,cmd,SET,50,1,32,3,67750.68,0.375
kqueue,cmd,SET,50,1,32,4,65876.16,0.383
kqueue,cmd,SET,50,1,32,5,68399.45,0.375
kqueue,cmd,GET,50,1,32,1,67659.00,0.375
kqueue,cmd,GET,50,1,32,2,65189.05,0.383
kqueue,cmd,GET,50,1,32,3,68119.89,0.375
kqueue,cmd,GET,50,1,32,4,66934.41,0.383
kqueue,cmd,GET,50,1,32,5,67659.00,0.383
kqueue,cmd,INCR,50,1,3,1,67842.61,0.383
kqueue,cmd,INCR,50,1,3,2,68493.15,0.375
kqueue,cmd,INCR,50,1,3,3,66934.41,0.375
kqueue,cmd,INCR,50,1,3,4,67750.68,0.383
kqueue,cmd,INCR,50,1,3,5,68119.89,0.375
kqueue,cmd,SADD,50,1,3,1,68027.21,0.375
kqueue,cmd,SADD,50,1,3,2,67934.78,0.375
kqueue,cmd,SADD,50,1,3,3,66844.91,0.383
kqueue,cmd,SADD,50,1,3,4,65189.05,0.383
kqueue,cmd,SADD,50,1,3,5,67659.00,0.383
kqueue,cmd,ZADD,50,1,3,1,67204.30,0.375
kqueue,cmd,ZADD,50,1,3,2,67024.13,0.383
kqueue,cmd,ZADD,50,1,3,3,67842.61,0.383
kqueue,cmd,ZADD,50,1,3,4,67659.00,0.375
kqueue,cmd,ZADD,50,1,3,5,66225.16,0.375
kqueue,cmd,GEOADD,50,1,3,1,68306.01,0.375
kqueue,cmd,GEOADD,50,1,3,2,67934.78,0.375
kqueue,cmd,GEOADD,50,1,3,3,68399.45,0.375
kqueue,cmd,GEOADD,50,1,3,4,68587.11,0.375
kqueue,cmd,GEOADD,50,1,3,5,67567.57,0.383
kqueue-wbuf,conc,PING,1,1,3,1,23540.49,0.039
kqueue-wbuf,conc,PING,1,1,3,2,23441.16,0.039
kqueue-wbuf,conc,PING,1,1,3,3,23430.18,0.039
kqueue-wbuf,conc,PING,1,1,3,4,24003.84,0.039
kqueue-wbuf,conc,PING,1,1,3,5,23169.60,0.039
kqueue-wbuf,conc,PING,10,1,3,1,68027.21,0.087
kqueue-wbuf,conc,PING,10,1,3,2,64935.07,0.087
kqueue-wbuf,conc,PING,10,1,3,3,66666.66,0.087
kqueue-wbuf,conc,PING,10,1,3,4,62421.97,0.087
kqueue-wbuf,conc,PING,10,1,3,5,66050.20,0.087
kqueue-wbuf,conc,PING,50,1,3,1,66755.67,0.375
kqueue-wbuf,conc,PING,50,1,3,2,67385.45,0.375
kqueue-wbuf,conc,PING,50,1,3,3,67114.09,0.375
kqueue-wbuf,conc,PING,50,1,3,4,68681.32,0.375
kqueue-wbuf,conc,PING,50,1,3,5,67567.57,0.383
kqueue-wbuf,conc,PING,200,1,3,1,66844.91,1.503
kqueue-wbuf,conc,PING,200,1,3,2,64267.35,1.543
kqueue-wbuf,conc,PING,200,1,3,3,64850.84,1.543
kqueue-wbuf,conc,PING,200,1,3,4,65530.80,1.527
kqueue-wbuf,conc,PING,200,1,3,5,67476.38,1.495
kqueue-wbuf,conc,PING,1000,1,3,1,64267.35,7.727
kqueue-wbuf,conc,PING,1000,1,3,2,66050.20,7.631
kqueue-wbuf,conc,PING,1000,1,3,3,66050.20,7.615
kqueue-wbuf,conc,PING,1000,1,3,4,65876.16,7.639
kqueue-wbuf,conc,PING,1000,1,3,5,65703.02,7.655
kqueue-wbuf,pipe,PING,50,1,3,1,66313.00,0.383
kqueue-wbuf,pipe,PING,50,1,3,2,67567.57,0.375
kqueue-wbuf,pipe,PING,50,1,3,3,67727.73,0.375
kqueue-wbuf,pipe,PING,50,1,3,4,67091.58,0.383
kqueue-wbuf,pipe,PING,50,1,3,5,67750.68,0.375
kqueue-wbuf,pipe,PING,50,8,3,1,526315.81,0.391
kqueue-wbuf,pipe,PING,50,8,3,2,527704.50,0.391
kqueue-wbuf,pipe,PING,50,8,3,3,526315.81,0.391
kqueue-wbuf,pipe,PING,50,8,3,4,530504.00,0.391
kqueue-wbuf,pipe,PING,50,8,3,5,526315.81,0.391
kqueue-wbuf,pipe,PING,50,16,3,1,1047120.44,0.391
kqueue-wbuf,pipe,PING,50,16,3,2,1020408.19,0.399
kqueue-wbuf,pipe,PING,50,16,3,3,1010101.00,0.391
kqueue-wbuf,pipe,PING,50,16,3,4,970873.81,0.399
kqueue-wbuf,pipe,PING,50,16,3,5,1030927.81,0.399
kqueue-wbuf,pipe,PING,50,64,3,1,2702702.75,0.991
kqueue-wbuf,pipe,PING,50,64,3,2,2857142.75,0.927
kqueue-wbuf,pipe,PING,50,64,3,3,2816901.25,0.927
kqueue-wbuf,pipe,PING,50,64,3,4,2857142.75,0.935
kqueue-wbuf,pipe,PING,50,64,3,5,2816901.25,0.927
kqueue-wbuf,size,SET,50,1,8,1,68181.82,0.375
kqueue-wbuf,size,SET,50,1,8,2,68027.21,0.375
kqueue-wbuf,size,SET,50,1,8,3,66815.15,0.383
kqueue-wbuf,size,SET,50,1,8,4,66964.28,0.383
kqueue-wbuf,size,SET,50,1,8,5,65359.48,0.383
kqueue-wbuf,size,SET,50,1,32,1,68493.15,0.375
kqueue-wbuf,size,SET,50,1,32,2,67114.09,0.383
kqueue-wbuf,size,SET,50,1,32,3,66518.84,0.383
kqueue-wbuf,size,SET,50,1,32,4,68337.12,0.375
kqueue-wbuf,size,SET,50,1,32,5,68181.82,0.375
kqueue-wbuf,size,SET,50,1,128,1,68027.21,0.383
kqueue-wbuf,size,SET,50,1,128,2,67873.30,0.375
kqueue-wbuf,size,SET,50,1,128,3,68027.21,0.375
kqueue-wbuf,size,SET,50,1,128,4,67720.09,0.375
kqueue-wbuf,size,SET,50,1,128,5,68337.12,0.375
kqueue-wbuf,size,SET,50,1,512,1,61728.39,0.391
kqueue-wbuf,size,SET,50,1,512,2,67567.57,0.383
kqueue-wbuf,size,SET,50,1,512,3,66518.84,0.375
kqueue-wbuf,size,SET,50,1,512,4,68337.12,0.375
kqueue-wbuf,size,SET,50,1,512,5,68649.88,0.375
kqueue-wbuf,size,SET,50,1,2048,1,63694.27,0.391
kqueue-wbuf,size,SET,50,1,2048,2,65217.39,0.391
kqueue-wbuf,size,SET,50,1,2048,3,65934.06,0.391
kqueue-wbuf,size,SET,50,1,2048,4,65075.92,0.391
kqueue-wbuf,size,SET,50,1,2048,5,65645.52,0.391
kqueue-wbuf,size,SET,50,1,8192,1,59288.54,0.431
kqueue-wbuf,size,SET,50,1,8192,2,58365.76,0.439
kqueue-wbuf,size,SET,50,1,8192,3,59642.14,0.431
kqueue-wbuf,size,SET,50,1,8192,4,57471.26,0.439
kqueue-wbuf,size,SET,50,1,8192,5,59405.94,0.439
kqueue-wbuf,size,SET,50,1,32768,1,42372.88,0.607
kqueue-wbuf,size,SET,50,1,32768,2,42253.52,0.615
kqueue-wbuf,size,SET,50,1,32768,3,42857.14,0.607
kqueue-wbuf,size,SET,50,1,32768,4,40322.58,0.631
kqueue-wbuf,size,SET,50,1,32768,5,42134.83,0.623
kqueue-wbuf,cmd,PING,50,1,3,1,65789.48,0.383
kqueue-wbuf,cmd,PING,50,1,3,2,67750.68,0.383
kqueue-wbuf,cmd,PING,50,1,3,3,67750.68,0.375
kqueue-wbuf,cmd,PING,50,1,3,4,67567.57,0.375
kqueue-wbuf,cmd,PING,50,1,3,5,68399.45,0.375
